uuid,post_length,like_count,followers_count,friend_count,hashtag_count,retweet_count,is_retweet,klout_score,exclaimation_count,active_shooter,attack,attacker,bomb,bomb_threat,breaking,danger,dead,gunman,killing,rape,shooter,shooting,stabbing,terrorist,warning,class
77487ad4-03c8-11e7-9773-3085a993c889,168,0,71624,16131,0,0,FALSE,48,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
c2c8df70-059f-11e7-84bd-3085a993c889,142,0,321,777,0,62,TRUE,25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0d4e60c4-03ca-11e7-b7b1-3085a993c889,242,0,0,0,24,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fd57dfdc-0938-11e7-afb0-3085a993c889,140,0,324,124,0,1,TRUE,52,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6980cb32-0976-11e7-9062-3085a993c889,116,0,1271,2013,0,0,FALSE,53,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
811e60b6-0961-11e7-aac8-3085a993c889,142,0,163,381,0,125,TRUE,35,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362c7d08-059d-11e7-8ec4-3085a993c889,319,0,0,0,24,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ef207514-0938-11e7-b04c-3085a993c889,129,0,237,542,0,13,TRUE,52,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
eb342e64-0938-11e7-9af4-3085a993c889,76,0,2375,770,0,3,TRUE,65,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4e3e30e4-059d-11e7-b2c2-3085a993c889,142,0,1009,459,0,31202,TRUE,40,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1322f208-093d-11e7-8899-3085a993c889,109,0,5459,1,1,0,FALSE,65,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d14d7582-097e-11e7-9f85-3085a993c889,142,0,48,61,0,11395,TRUE,27,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6651a3a6-09e3-11e7-860a-3085a993c889,110,0,836,1730,0,0,FALSE,45,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
839cdbfa-059d-11e7-9643-3085a993c889,132,0,1648,2914,0,5,TRUE,57,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43d587aa-059e-11e7-86a7-3085a993c889,169,0,0,0,19,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8f5d4c90-059d-11e7-9694-3085a993c889,386,0,0,0,30,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2f85304e-09df-11e7-bd99-3085a993c889,142,0,364,1066,0,22,TRUE,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
762e1884-0c38-11e7-af58-3085a993c889,126,0,369,456,3,0,FALSE,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
e67fb7e2-0c55-11e7-8ffc-3085a993c889,145,0,2775,5000,0,43,TRUE,63,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bd430306-059e-11e7-bfd2-3085a993c889,139,0,2559,70,4,0,FALSE,61,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1cad81e6-059e-11e7-b7fe-3085a993c889,146,0,20,132,0,5,TRUE,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
f0a68916-059e-11e7-ae42-3085a993c889,530,0,0,0,19,0,FALSE,0,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
f91b39ac-059e-11e7-8a09-3085a993c889,554,0,0,0,30,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80832cea-09fc-11e7-a575-3085a993c889,142,0,28,69,0,34333,TRUE,25,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28d66662-0987-11e7-96f2-3085a993c889,142,0,1030,1520,0,14958,TRUE,36,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
f642ecca-059e-11e7-949d-3085a993c889,128,0,518,920,0,34,TRUE,48,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41c8763a-059d-11e7-b08e-3085a993c889,145,0,3,31,0,0,FALSE,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2e8feb84-059d-11e7-8663-3085a993c889,507,0,0,0,30,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
951e753c-059d-11e7-ae61-3085a993c889,328,0,0,0,14,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5fe6bdf0-09a0-11e7-969e-3085a993c889,83,0,5509,1453,0,0,FALSE,55,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1c3e1114-0c45-11e7-903d-3085a993c889,142,0,3,37,0,40404,TRUE,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
07f8891a-0983-11e7-b278-3085a993c889,141,0,3839,4178,0,0,FALSE,59,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7f0b4e22-03c8-11e7-b503-3085a993c889,232,0,0,0,23,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8388a332-03c8-11e7-b0be-3085a993c889,142,0,343,523,0,75,TRUE,55,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47900b4a-03c8-11e7-a0de-3085a993c889,142,0,3247,3228,0,7,TRUE,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8610d64c-03c8-11e7-950d-3085a993c889,263,0,0,0,11,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4056bee6-03c8-11e7-8327-3085a993c889,134,0,27,31,5,0,FALSE,30,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4ae5163c-03c8-11e7-9adc-3085a993c889,108,0,27477,9549,1,0,FALSE,54,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4d4688fc-03c8-11e7-b302-3085a993c889,136,0,1015,1522,1,0,FALSE,44,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
aa9d591c-059f-11e7-9dd6-3085a993c889,142,0,511,1140,1,1,TRUE,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4472a418-03c8-11e7-8912-3085a993c889,142,0,459,45,1,6,TRUE,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
626f59e8-03c8-11e7-9007-3085a993c889,97,0,7,0,0,0,FALSE,30,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4465bf46-03c8-11e7-80f9-3085a993c889,137,0,251,222,0,0,FALSE,45,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4a222e60-03c8-11e7-bb06-3085a993c889,128,0,3249,726,0,0,FALSE,53,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
93822eba-03c9-11e7-9c61-3085a993c889,142,0,171,91,2,1821,TRUE,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
442bd5a6-03c8-11e7-97be-3085a993c889,140,0,414,1628,1,0,FALSE,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401751de-03c8-11e7-8e4e-3085a993c889,142,0,4072,109,0,2,TRUE,34,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7cfe8126-03c8-11e7-bb3e-3085a993c889,437,0,0,0,20,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43844be2-03c8-11e7-b457-3085a993c889,102,0,2570,374,0,1,TRUE,40,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6f4ffb72-03c8-11e7-9130-3085a993c889,162,0,34,32,1,0,FALSE,41,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72af1014-03c8-11e7-b2f1-3085a993c889,131,0,431,5,0,0,FALSE,57,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
802c2a10-03c8-11e7-a905-3085a993c889,658,0,0,0,30,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7dc17456-03c8-11e7-b170-3085a993c889,295,0,0,0,22,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
e828fe2a-0938-11e7-90e0-3085a993c889,146,0,1488,71,0,13,TRUE,48,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
861f81a6-03c8-11e7-bf7a-3085a993c889,872,0,0,0,30,0,FALSE,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79798032-03c8-11e7-928d-3085a993c889,131,0,1,19,7,0,FALSE,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
78b5a3a6-03c8-11e7-8867-3085a993c889,214,0,0,0,21,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5ff4e99e-03c8-11e7-b45c-3085a993c889,120,0,11300,2869,1,1,TRUE,66,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5d3ccd7e-059f-11e7-98bb-3085a993c889,151,0,7,24,0,0,FALSE,30,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1b54b144-059d-11e7-aa3b-3085a993c889,377,0,0,0,23,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8388e0ee-03c9-11e7-99f2-3085a993c889,141,0,3618,834,0,66,TRUE,53,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9103006a-03c9-11e7-aa4a-3085a993c889,144,0,5140,1414,1,33,TRUE,58,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d00496ec-097e-11e7-a898-3085a993c889,142,0,1167,943,0,5,TRUE,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273814ba-059d-11e7-8558-3085a993c889,142,0,402,422,0,507,TRUE,29,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
e8faf44e-059f-11e7-80c1-3085a993c889,199,0,0,0,15,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1550d6ce-059d-11e7-a772-3085a993c889,132,0,603,2135,0,0,FALSE,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b65ae1b4-097a-11e7-b74c-3085a993c889,142,0,65,53,0,415,TRUE,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
01f8e69e-0939-11e7-be0b-3085a993c889,131,0,70930,380,1,0,FALSE,67,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344f7e7c-059d-11e7-8258-3085a993c889,347,0,0,0,30,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3650ce6a-059d-11e7-bb33-3085a993c889,142,0,7,18,0,283,TRUE,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
edeabd80-0938-11e7-a806-3085a993c889,76,0,73,328,0,4,TRUE,31,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ead008bc-0938-11e7-bded-3085a993c889,140,0,124,82,0,0,FALSE,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eaeb6918-0938-11e7-9bd3-3085a993c889,67,0,904,2768,0,1373,TRUE,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67a150f0-09a0-11e7-93d1-3085a993c889,153,0,680,1366,0,0,FALSE,52,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
bd2e33dc-059d-11e7-92df-3085a993c889,142,0,329,465,0,14765,TRUE,40,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953b3c4-093d-11e7-b9a3-3085a993c889,148,0,616,3527,2,468,TRUE,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1f8efc76-093d-11e7-9868-3085a993c889,119,0,22,114,0,0,FALSE,29,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
573233bc-095d-11e7-87b1-3085a993c889,142,0,3956,2927,0,21,TRUE,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6b96c62e-0976-11e7-bc15-3085a993c889,142,0,3635,4997,0,6953,TRUE,51,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9a12788a-059e-11e7-9d09-3085a993c889,80,0,362,426,0,1,TRUE,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ae0a2108-059e-11e7-b001-3085a993c889,715,0,0,0,30,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45ba59ec-059e-11e7-8e66-3085a993c889,54,0,801,2437,0,0,FALSE,48,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
777a0d88-0c38-11e7-b69c-3085a993c889,146,0,816,2531,1,2181,TRUE,48,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35363398-0972-11e7-b928-3085a993c889,131,0,129,239,0,0,FALSE,30,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363789b8-0972-11e7-b51f-3085a993c889,151,0,258,129,1,2,TRUE,48,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37d6fcd6-0972-11e7-9ace-3085a993c889,142,0,862,1559,0,4339,TRUE,29,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0d8b215e-059f-11e7-9f9e-3085a993c889,121,0,1360,198,1,109,TRUE,58,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fdff2e6e-059f-11e7-9972-3085a993c889,142,0,9371,9060,0,14788,TRUE,37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ed7ca950-059e-11e7-b5c6-3085a993c889,144,0,61,128,0,574,TRUE,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bd65515a-059d-11e7-9829-3085a993c889,148,0,577,327,0,0,FALSE,37,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4c3e01f0-059f-11e7-b4bc-3085a993c889,145,0,3457,3174,1,2915,TRUE,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5d92c706-09a0-11e7-874e-3085a993c889,142,0,65,142,0,23325,TRUE,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8ea445c8-09a4-11e7-889d-3085a993c889,142,0,67,271,1,159,TRUE,37,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b614688e-0965-11e7-a129-3085a993c889,94,0,368,424,0,0,FALSE,43,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
b9bf3308-0c51-11e7-aeff-3085a993c889,144,0,571,459,5,22,TRUE,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8e0c533e-03c9-11e7-b590-3085a993c889,142,0,28,44,0,1532,TRUE,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93abdbca-03c9-11e7-a1c5-3085a993c889,147,0,1646,739,2,73,TRUE,37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
95bd9732-03c9-11e7-b830-3085a993c889,136,0,1400,836,0,58,TRUE,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94943cda-03c9-11e7-bd88-3085a993c889,127,0,1052,4998,0,1,TRUE,52,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
912e117e-03c9-11e7-8735-3085a993c889,86,0,332,158,0,0,FALSE,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2a01559e-09df-11e7-b86c-3085a993c889,140,0,3006,2076,3,0,FALSE,51,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98fd23e0-03c9-11e7-82c5-3085a993c889,111,0,5,12,0,0,FALSE,40,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9a22c5cc-03c9-11e7-8c06-3085a993c889,112,0,218,413,0,0,FALSE,29,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9a866cee-03c9-11e7-b42a-3085a993c889,142,0,122,155,0,93,TRUE,32,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9e32c5cc-03c9-11e7-99fa-3085a993c889,67,0,186,160,0,0,FALSE,43,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
